sentence,sentiment
"Buat apalah susah cari kesana kesini, sudah didepan mata? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/3g5cHT ",1
"Jadi kalau kata kawan kantor, saya anaknya tidak mudah terdistraksi. Jadi orang atau keadaan mau kayak gimana juga saya tetap bodoamatan.",1
Bahagia selalu buat kalian {} ? ? @RaffiAhmadLagi @Lady6igi  @ruben_onsu @sarwendah29 ,1
#DPR #Terkini Charles Honoris Siap Perjuangkan Kebebasan Beragama http://bit.ly/1KwfyTv  #newsApple hiring big ... http://bit.ly/188uFUt ,1
"pelayanan cepat, kamar bersih, toilet juga bersih, namun sayang kemarin tidak ada minibar gratis seperti biasa, namun lokasi penginapan mudah dijangkau dan mudah mencari tempat makan. semoga dapat lebih baik lagi.",1
Terimakasih cinta untuk segalanya. ? Terima Kasih Cinta by Afgan ? https://path.com/p/mGfgQ ,1
5 Keuntungan Tak Makan Nasi | Lifestyle - http://Bisnis.com  http://bitly.com/1DZ7o4H  via @Bisniscom,1
"Cinta sejati selalu datang dan takkan pernah pergi untuk selamanya, karena cinta sejati itu, selalu hadir untuk memberi bukan untuk meminta.",1
"Receptionist ramah,  kamar luas, ac dingin perlengkapan ala @Airyroom di sediakan kekurangannya: bed lamp,  room line,  tdk berfungsi,  chanel tv putus sambung,  pilihan terbatas, kebersihan hotel kurang sekali,  terutama kamar mandi pool spt tidak tersentuh dibiarkan kotor. ",1
#Golkar #ARB Situs iklan otomotif Carmudi dapat dana 25 juta dolar http://bit.ly/1AWXm3l ,1
India memiliki kantor pos dan kantor polisi terbanyak di seluruh dunia.,1
"Kamar bersih, perlengkapan mandi ok, hanya saja kamar terlalu sempit dan tidak wangi",1
"? ""@JANJISUCI_TTV: waah... @Lady6igi coo cwiiit bingiiiit deh nyuapin @RaffiAhmadLagi .. """,1
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",1
Engga tau kenapa tiba2 lagi suka lagu inii?? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/35AyJ6 ,1
Caelah yg di kasih kado mobil... gak gerak dari tadi mobilnye di liatin terus :v [pic] ? https://path.com/p/2ZCadE ,1
Opening promo! Yum atau Cha chicken hanya Rp 10ribu di Yumzaa! http://ow.ly/JFi9P ,1
"Jangan mencintai seseorang ketika dia sudah pergi dari hidupmu, tapi cintailah seseorang ketika dia benar-benar disampingmu #jujur",1
Banyak bunga...bunga...bunga...bungaa...(bacanya kayak ala syahrini) #alasyahrini http://instagram.com/p/zWRW1vooOn/ ,1
"Aku tak rindu sekolah. Aku rindu dimana kita semua dlm kelas, lepastu dlm kelas tak ada cikgu & saling bahan membahan, gelak ketawa bersama.",1
[Nasional] Diskon - Celana Pendek Pria Only Rp 39ribu http://gpon.co/cfkxf  ,1
Beli baju kantor kamu yang baru dengan promo diskon 20% di The Executives http://ow.ly/JmryC ,1
Emang ga salah ngefans sama afgan dari sd sampe skrg. Konser dari Hati? ? Betapa Aku Cinta Padamu by Afgan ? https://path.com/p/45trXT ,1
Cuci mobil ini rame banget..  Pulang beli tanah ah trus buka tempat cuci mobil juga.  #siang2ngayal,1
Sekarang nyanyi lagu ini sendirian semoga beberapa waktu ke? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1c5BM0 ,1
"Kamar OK, bersih, rapi dan fasilitas OK. Hanya AC yang tidak bisa dingin, walaupun sudah di setting suhu rendah dan Fan Jetfan. Mohon diperbaiki. Overall OK. Terima kasih",1
"Djarot Nilai Megawati Masih Punya Daya Tarik: INILAHCOM, Jakarta - Ketua Umum (Ketum) PDIP, Megawati Soekarnop... http://bit.ly/1LnbPVU ",1
"Hal yg paling utama ktika mncari seorg calon suami adlh mnemukan org yg berkepribadian. Mobil pribadi, rmh pribadi dan kolam renang pribadi.",1
Jangan sesali apa yang sudah pergi. Jangan tangisi apa yang sudah tiada. Tetapi bangkitlah dan bina kembali apa yang telah hilang dan pergi.,1
"hampir sempurna fasilitas hotel semi appartement, cm kualias tv jelek. lain2nya view, meja kerja, dapur mini, kamar mandi ok bgt, kasur nyaman bersih, handuk harum bersih",1
"hahaha.. beliau sahabat saya lhoo RT @harie_kecew: afgan yg mirip kak io""@GintangNisyam_F: @mariokacang ka mario ini mirip afgan",1
"Gua tak kesah sangat pasal harga minyak naik ni sebab gua pakai unta. tak pakai ron95, nak laju pergi kerja bagi redbull.",1
"Ketentuannya masih sama, 3 penjawab tercepat akan berkesempatan untuk mendapatkan masing-masing 1 buah powerbank gratis dari HP :)",1
"Oh Tuhan, tolong aku sampaikan Pesan ini padanya Agar dia tahu bahwa kini Aku jatuh cinta #Afgan ~Pesan Cinta",1
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",1
"Pelayanan Baik... harga terjangkau.... sayangnya tuas shower patah, jd GDA air hangatnya. tp Secara keseluruhan ok",1
Dua Pencuri Tertangkap karena Selfie dalam Mobil Curian http://dlvr.it/8k6xRX  ,1
ac dingin. air panas oke. tv bruwet,1
"senang didlm kamar ternyata ada Snack, kamar nyaman, hanya saja gambar ditelevisi tidak ada yg bagus, colokan usb tidak berfungsi. sarapannya enak",1
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",1
Demokrat niai keputusan presiden beri kepastian: Sekretaris Fraksi Partai Demokrat di DPR RI Didik Mukrianto m... http://bit.ly/17Z0dMC ,1
"Sahabat, bagi dia yang pergi, memang itu bukanlah yang terbaik, sabar ya.. ;) . .  Tag? https://instagram.com/p/zi5AJYAzh-/ ",1
jika kamu yang temaniku seumur hidupku ? Bukan Cinta Biasa by Afgan ? https://path.com/p/3hvimQ ,1
SMS dari orang yg disayang itu selalu bisa bikin kamu duduk manis sambil senyum2 sendiri ngeliatin hp. Hihi,1
"Good news ladies! Kali ini, @SunsilkID mau kamu ada di video klipnya Afgan lho. Go check this out: http://www.hairfashion.me/livelymoment/ ",1
Kamu udah buat aku nyaman. jangan pergi ya({}),1
"Segala puji bagi Allah, Tuhan yg memberi makan & minum kpd kami, mencukupkan, & memberi perlindungan kepada kami.{HR. Muslim}",1
sama. saya juga dulu kalau pulang sekolah selalu nonton idola cilik. sambil nonton awas ada sule,1
Si Engkoh variasi mobil Cibubur ini baik budi. Ngasih makan dan obat ke tunawisma. Rendah hati & tdk marah2 ke anak buahnya.,1
Ada saatnya dimana kita harus merelakan sesuatu yang kita sayang untuk pergi.. Ya emang sakit! Tapi itu demi kebaikan diri kita sendiri. :),1
Agar dia tahu bahwa kini aku Jatuh Cinta ! ? Pesan Cinta by Afgan ? https://path.com/p/2uk74d ,1
Aku akan tetap mencintaimu ? 50 Tahun Lagi (feat. Raffi Ahmad) by Yuni Shara ? https://path.com/p/1OSK72 ,1
"Di Belgia, rata-rata sekolah belajar hanya 3 jam selebihnya mengasah kemampuan.",1
"hotel ditengah Kota , mudah dlditemukan , dekat dengan pusat2 pertokoan dan perbelanjaan , Banyak pedagang makanan Dan minimarket , kamar bersih , AC dingin , handuk bersih , selalu tersedia peralatan Mandi Dari airy room dan snack , Kekurangan : selimut yg kurang tebal, seperti sprei kedua, kamar Mandi Yang kurang bersih, . tetapi cukup baik . . ",1
Saatnya punya obrolan malam yg santai dng dua host kesayangan kita @RaffiAhmadLagi & @mrsayudewi di @latenights_ttv pkl 23:00 WIB,1
"Ketika seseorang yg sangat berarti pergi, jangan terus bersedih. Kamu akan kehilangan dirimu dan lupa bahwa kamu jg sangat berarti.",1
http://samuelamtiur.com  Tribun: Syahrini Janji Akan Datang Jika Kembali Dipanggil Mabes Polri http://dlvr.it/8g26dL  #NewsToday #DKK,1
@RaffiAhmadLagi ketemu di pv buat acara @TheBlusukan ttv...ternyata km lucuu jd badut ...semoga suksess acaranya yah ,1
Demokrat: Keputusan Presiden Beri Kepastian di Tengah Spekulasi http://www.sayangi.com/politik1/read/30184/demokrat-keputusan-presiden-beri-kepastian-di-tengah-spekulasi ? lewat @sayangicom,1
Partai Demokrat: Keputusan Jokowi Soal Kisruh KPK dan Polri Beri Kepastian http://indopolitika.com/partai-demokrat-keputusan-jokowi-soal-kisruh-kpk-dan-polri-beri-kepastian/?utm_campaign=partai-demokrat-keputusan-jokowi-soal-kisruh-kpk-dan-polri-beri-kepastian&utm_medium=twitter&utm_source=twitter ? via @Indopolitika,1
"Kamar luas, bersih, dan nyaman. Ada air panas. Minus TV tidak ada siaran.",1
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",1
#Terkini Charles Honoris Siap Perjuangkan Kebebasan Beragama http://bit.ly/1KwfyTv  #newsStatus of U.S. West Coast? http://dlvr.it/8fRk4f ,1
"Jangan lupa yah! Nanti pada dateng diacara ULTAH temen kita ""Febby"" Kumpul di pos PDIP kotbum / GIANT Permata  jam 4 sore. Thxbfr???",1
"Wah, padahal KPK bentukan Fraksi Demokrat dan Pak @SBYudhoyono kemarin itu kerjanya memuaskan membasmi korupsi.  http://www.beritasatu.com/nasional/250213-istana-ingin-bersihkan-kpk-dari-rezim-sby.html ?",1
Syahrini Kagumi Desa Singaraja - http://Tempo.co  http://goo.gl/fb/6Lnyht  #singaraja #bali,1
Cukup baik hy perlu perawatan sj d bagian kamar mandi. ruangan cukup bersih. cm nyamuk msh byk.,1
5 Keuntungan Tak Makan Nasi http://bitly.com/1anbCGV ,1
"""@wow_keren: Raffi Ahmad dan Nagita Slavina Hadiahkan Motor untuk Anak-Anak Panti Asuhan http://ow.ly/2UOtEF """,1
"Jangan sesali apa yg telah pergi. Kamu mungkin kehilangan sesuatu yg baik, tapi kamu mungkin mendapatkan sesuatu yg lebih baik.",1
Tlah kutemukan sebuah cinta yang kunantikan. Ternyata engkau yg slalu ku tunggu. Hiasi? ? Knock Me Out by Afgan ? https://path.com/p/2LM8XG ,1
Selamat @aan_war90 @HafizAndelas @Ariyan_94 @ElvinaRya @EzaHooli33 @A_Fathoni_ | DM nama dan no.HP kamu ya #PulsaAkhirBulan,1
"Bagus, jokowi presiden  milik rakyat :) ""@vivijkw: PDI-P Tak Akan Andalkan Popularitas Jokowi saat Pilkada Serentak http://baranews.co/web/read/33671/pdip.tak.akan.andalkan.popularitas.jokowi.saat.pilkada.serentak ?""",1
Mobil Indonesia Paling Ekonomis 2015 #JktOtomotif http://ow.ly/JyZIm ,1
International Indonesia Off - Road ???? gresik rame seru ?? di pemda ada off? (at Kantor Bupati Gresik) [pic] ? https://path.com/p/40SwaI ,1
@info: Fraksi Demokrat: Putusan Presiden Berikan Kepastian KPK-Polri  -,1
"Di Belgia, rata-rata sekolah belajar hanya 3 jam selebihnya mengasah kemampuan.",1
Arum Sabil Minta Elite PDIP Bersikap Bijak Soal Reshuffle http://brt.st/4tuQ ,1
"Letaknya strategis di tengah kota, dekat dgn stasiun & alun-alun malang. Stafnya ramah dan kamar bersih. Kekurangannya adalah air panas di kamar yg sy tempati mati, padahal kamar2 sebelah air panasnya berfungsi",1
":) @RaffiAhmadLagi ""@OfficialRCTI: Kado Spesial Dari Raffi Untuk Gigi @dahSyatMusik http://youtu.be/DUiEa61GLgM?a """,1
"untuk ke 2x nginap di sini , kamar luas, loaksai strategis, sarapannya enak, pelayanannya ramah, WiFi lemot dikit",1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini - BeritaSatu http://dlvr.it/8ft7y8 ,1
"Mengunyah makanan setidaknya 32 kali sebelum menelannya, dapat membantu kita untuk mencegah makan terlalu banyak.",1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini - BeritaSatu http://gpon.co/cz91n  http://gpon.co/b ,1
birthday gift dari AXA..?? abis itu minta kado dari kantor mamanyaa..? (w/ Petronella at @kotakasablanka) [pic] ? https://path.com/p/4hNqUZ ,1
"Bapaku pulang dari kota, bapaku belikan iphone baru, iphone baru kecil warna merah. Boleh ku bawa ke sekolah. Tweet tweet tweet tweet tweet.",1
"Malam minggu katanya asyik buat pacaran. Mungkin kali ini pas ya, acara tv konser afgan yang? (at SAMBAS) ? https://path.com/p/bNFxn ",1
"Di negara Swiss, Anda dapat menyewa mobil polisi palsu untuk diparkir di depan rumah Anda untuk menjauhi dari pencuri.",1
Aroma parfum pacar kadang suka bikin kangen bgt sih. suka nempel di baju atau jaket kita gitu. bawaannya jadi kangen terus gitu. :){}  ?,1
Selamt pagi kesyangan ku #rans aa @raffiahmadlagi mba @lady6igi love u,1
good.. ada snack di stiap kamar. cm syg pas dpt kamar 305 ac nya gak dingin sm sekali. selebihnya keren. langganan dsini. ,1
kamar wangi sekali. bersih. nyaman. cuma satu ac kurang dingin mas :(,1
"sangat memuaskan. Sprei dan handuknya wangi, kamarnya cukup bersih dan nyaman. AC dan air panasnya berfungsi dengan baik. Saluran TV sedikit bermasalah tapi cukup memuaskan. ini pengalaman kedua saya di airy gunung sahari. Terima.kasih",1
"http://beasiswaindo.com/5239  Beasiswa Penuh, SPP & BPP Pokok - Sekolah Tinggi Manajemen Transpor (STMT) Trisakti ~0224",1
"berharap pas bangun , pesan pesan baru di HP itu dari kamu :3",1
Makan kacang-kacangan saat hamil dapat menurunkan risiko alergi pada anak yang kelak dilahirkan. [JAMA Pediatrics],1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/bidang-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,1
"kamar luas dan bersih hanya kamar mandinya yang kurang terawat, sarapan juga banyak variasinya, lokasi di pinggir jalan dan dekat mini market",1
Mantan aku dikieukieu:(?@infowatir: Karunya @detikcom: Afgan Bersyukur Pernah Jd Korban Begal http://tinyurl.com/qxwlmvz  ?,1
#Terkini Charles Honoris Siap Perjuangkan Kebebasan Beragama http://bit.ly/1KwfyTv  #newsHSBC Swiss tax scrutiny? http://dlvr.it/8fY7xZ ,1
PDIP Pede Tanpa Efek Jokowi di Pilkada Serentak http://dlvr.it/8gC7Lb  (HalloRiau),1
"#KINGnews Pilkada Serentak, PDIP tak Mau Andalkan http://Jokowi-JPNN.com  http://bit.ly/1LpztCT ",1
Malming kali ini ditemenin konser dari afgan capsus klik di http://www.useetv.com/livetv/trans7  @afgannisme @Afganisme__INDO,1
"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Tahun baru Imlek sangat baik memulai bisnis http://bit.ly/1vOCrrI ",1
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",1
"luas. nyaman. AC dingin. ada balkon. tv kabel. lokasi deket buat ke bintaro exchange, cm kurang di stiker arah kiblat dan ga ada cafenya",1
"Mau Cepat Kurus yang Sehat? Ternyata Sederhana, Cukup Makan Ini: Amerika Serikat dan Jepang? http://goo.gl/fb/VxqQpg ",1
Semoga tuhan membalas semua yang terjadiiiiii ? Sadis by Afgan ? https://path.com/p/2blqdi ,1
"resepsionisnya ramah, kamarnya juga nyaman, bersih, cuma lemarinya aja yg kotor. pelayanan OK lah",1
dalam gelap takkan kutinggalkan?? ? Untukmu Aku Bertahan by Afgan ? https://path.com/p/2tBOp6 ,1
Ada banyak lagu di hp yang mengingatkan gue tentang lo dan semua yang pernah terjadi diantara kita :'),1
Selamat siang...  Jangan lupa makan siang ya biar kuat jalanin akhir bulan.,1
Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran: Pelatihan ini menampilkan narasumber? http://goo.gl/fb/TbBYix ,1
Dapatkan promo diskon 15% untuk makan di Solaria! http://ow.ly/JHWnP ,1
di Beijing terdapat sekolah khusus berburu pria kaya bernama Moral Education Center for Women School #PramborsInfo,1
Semangatlah seperti burung-burung yang bersemangat mencari makan sebelum pagi tiba.,1
"RT ""@RNJunior172: Karir raffi ahmad akan lebih naik dari tahun sebelumnya *selebritasiang trans7""",1
"Baru dateng di kasih baju duh bager haha, nuhun #voil udah ngasih buat #matalayu [pic] ? https://path.com/p/4umLN6 ",1
"""@Raihantique: Yoi @Raffiah_SMG17 Duhh, Candidnya tampan Sekali @RaffiAhmadLagi """,1
Partai Demokrat mengucapkan selamat kepada Partai Amanat Nasional (PAN) atas pelaksanaan Kongres PAN ke IV dan... http://bit.ly/1CayO74 ,1
Duo host @TheComment_NET berhasil juga barter baju sama pedagang suvenir di Bali. Congratulations! ,1
"terlalu banyak drama, liat konser afgan ajaaa yeshhh ? ? Demi Kamu dan Aku by Afgan ? https://path.com/p/1g3olJ ",1
suka banget sama kamarnya bersih banget air Snack lengkap tapi sayang tv tidak satelit tapi gpp all good😘,1
"Kalau dia memang jodoh kita, sejauh mana pun dia pergi, dengan siapa pun dia bersama, dia tetap akan datang dan menjadi milik kita.",1
"Seperti sekarang, jiwaku seakan telah pergi dari ragaku. Merindumu adalah caraku untuk bertahan.  #TentangRindu ",1
Suka makan di Kenny Rogers Roasters? Sekarang ada diskon 15% semua menu setiap hari s.d 31 Jul?15 min trans 250rb dengan @KartuKreditBCA!,1
"Nyaman, dengan kamar yang luas. Wifi bisa dengan lokal hotel dan bisa wifi.id. Akses ke sarana penting juga dekat.",1
Ada orang waktu di sekolah dia tak bagus. Di Universiti/Kolej dia jadi pelajar cemerlang. Dia gunakan peluang kedua sebaiknya.,1
#Golkar #ARB Hak penumpang atas keterlambatan angkutan udara http://bit.ly/185XnW0 ,1
Syahrini Kagumi Desa Singaraja - http://Tempo.co  http://goo.gl/fb/TQkYK5  #singaraja #bali,1
Terimakasih Cinta Untuk Segalanya... Kau Berikan Lagi Kesempatan itu ~Afgan,1
Kalo fans udah biasaaa berani Gila buat Idolanya dan sekarang terbalik. Idolanya yang berani GILA buat fansnya.. Salut sama @RaffiAhmadLagi,1
"Jenis kaos polo cotton pique bagus buat seragam kampus,kantor,anak remaja masa kini .silahkan mampir ya all ",1
"Jalan-jalan ke pasar baru, belinya baju batik. Walau status ga baru tapi liburan harus tetap asik.? https://instagram.com/p/zeNbqQqV4s/ ",1
Dapatkan promo diskon 15% untuk makan di Solaria! http://ow.ly/JyOuw ,1
"Tweeps, setting Auto Brightness di HP kamu. Supaya kecerahan layar HP kamu tidak terlalu cerah dan hemat baterai juga. #SMARTsolution",1
Demokrat niai keputusan presiden beri kepastian: Sekretaris Fraksi Partai Demokrat di DPR RI Didik Mukrianto m... http://bit.ly/17Z0dMC ,1
#BeritaUNY #Jogja Mobil GURT F15 UNY Siap Wakili Indonesia: http://www.koran-sindo.com/read/965393/151/mobil-gurt-f15-uny-siap-wakili-indonesia-1424149142 ? via @SINDOnews,1
"97. Apalagi Demokrat, pasti akan senang kalau PDIP tinggalkan Jokowi dan kalau bisa berhadap2an dengan Jokowi. Bagai dapat duren runtuh.",1
"Awalnya, kancing baju diposisikan pada ujung lengan, supaya lengan baju tidak untuk melap muka.",1
"Hadapi Pilkada Serentak, PDIP Tidak Lagi Manfaatkan Jokowi Effect: PDIP sudah menekankan kepada setiap kad... http://bit.ly/1vSdAmF  #fb",1
"Tuh kan, dulu banyak yang pas kecil pernah punya baju parma. Entah dulu itu tren apa bukan gak ngerti :') hahahaha",1
"suasana menyenangkan,kamar mandi agak kotor..lubang shower agak bumpet, pelayanan baik...di ujung lorong ,ada jendela yang bolong tdk ada kacanya..jadi hampir aja anak saya terjun bebas...krn dpt kamarnya pas d ujung..kasur bersih,ac lumayan sejuk,ada kolam renang bersih,lokasi mudah d jangkau,hrga sesuai,,",1
hotelnya bagus krn masih baru blm bau apek. snang sllu nginap d sini.,1
Diskon 30 % -Lock & Lock -Peralatan Makan & Minum Plastik +Diskon 10 % dengan Kartu Kredit Bank MEGA #PromoAkhirPekan,1
"#Politicsnews ""Demokrat niai keputusan presiden beri kepastian"" http://ift.tt/1CNb9qH  #Perseratus",1
"Woh, kok bisa? :D RT @Arlaaan: sempet juga nyobain kimchi chigae buatan farah quinn di kantor :D",1
"Konon katanya murid dgn tersenyum lebar saat di foto buku tahunan sekolah, cenderung lebih sukses dlm karir dan pernikahan di masa depannya.",1
"#latepost alhamdulillah.. Gak percuma latian band di kantor pas tanggal merah hahaa.. Thanx guys,? https://instagram.com/p/zqccALpLDL/ ",1
Donasi via wesel POS di kantor POS seluruh Indonesia #KemudahanDonasi,1
Demokrat niai keputusan presiden beri kepastian http://bit.ly/1AKAT9G ,1
baru ngeh video clip nya rangkaian dr acaranya haha. mesra? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/2BMcBV ,1
"Tdii aku HandShake pakai baju inii ...hihihii ,akuu sukaa pake baju inii !! Lucu sekali ?? Senang jga ketemu kalian? ",1
Seorang pria pergi ke kamar mandi umum cuma untuk satu alasan. Namun wanita menggunakan kamar mandi sebagai ruang terapi & pertemuan sosial.,1
"Dari sekian duetnya Afgan, menurutku duet dgn teh ocha ini yg feelnya dapet bgt.? ? Kamu Yang Kutunggu by Rossa ? https://path.com/p/3xeP5B ",1
EKSEKUSI MATI BALI NINE Tantowi Yahya Puji Sikap Tegas Pemerintah ... - http://RMLO.CO  http://bit.ly/1F76WOu  #Golkar,1
"Pelayanannya ramah, tempat strategis&byk tempat makan. Dgn budget murah udh dpt sarapan, cemilan&fasilitas kmar yg lumayan. Demi kenyamanan, utk keberishan dtingkatkan lagi. Next..balik lagi ksni😊",1
"Suasana hotel jadul menyenangkan, kayak di China Town di mana gitu. Dekat dengan Stasiun Gambir. Para staff hotel ramah. Sarapan enaaaaaak. Fasilitas kamar berfungsi baik. Wifi tidak terlalu kuat (karena kamar di lantai 5). Worth it untuk yang suka nuansa zaman dulu. Terima kasih  Airy Rooms!",1
"ya seneng mampu beli baju mahal, tapi kalau pakai baju murah terus disangka harga bajunya mahal itu lebih seneng lagi. he!",1
PDI-P Tak Akan Andalkan Popularitas Jokowi saat Pilkada Serentak http://baranews.co/web/read/33671/pdip.tak.akan.andalkan.popularitas.jokowi.saat.pilkada.serentak ?,1
"Males bergaul, males nyapa orang, males pake baju bagus, semua ada konsekuensinya. Terima dengan dewasa.",1
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8jPY7V  #Assadiqulhaq,1
"Hotelnya bersih, bagus, tapi dikamar yg di dapet hot shower nya rusak, jadi gak bisa mandi air panas, tapi overall oke ",1
"Kalau pacar pergi ninggalin kita? Ya lepas aja, berarti dia bukan jodoh kita. Tapi, kalo sahabat? Rangkul & tetap pertahankan.",1
4x menginap disini akhir nya air panas nya ada juga hahahahhaa,1
"Tribun: Hadapi Pilkada Serentak, PDIP Tidak Lagi Manfaatkan Jokowi Effect: PDIP sudah menekankan kepada? http://dlvr.it/8g97KP  #NewsToday",1
"Thanks @PANELinc untuk hari ini, maaf nggak bisa ikut post-event discussion karena harus balik kantor xD;. Sampai ketemu di vol. 3 ya!",1
Demokrat nilai keputusan presiden beri kepastian http://dlvr.it/8dXyWR  #politik,1
F-Demokrat : Keputusan Presiden Beri Kepastian http://bit.ly/1z2n9jq ,1
@acehkita Setuju #KoinuntukAustralia Mari kembalikan bantuan tsb betul2 dlm bentuk koin biar sesak kantor abbot. Dan lanjutkan eksekusi tsb!,1
"""Ya Allah, bersihkanlah aku dan kesalahan-kesalahanku, sebagaimana baju putih dibersihkan dari kotoran.""",1
Seperti embun mengerti pagi. Seperti ombak paham samudra.? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/1N04cZ ,1
"Aku kan selalu ada untukmu, meski harus bertahan dalam sbh kesedihan, dan melawan rasa hati yg selalu saja menyuruhku untuk pergi darimu :')",1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://bit.ly/18aDPQs  #Makasar,1
Ternyata .. kamu yg kutunggu :3 ? Kamu Yang Kutunggu (with Afgan) by Rossa ? https://path.com/p/fo9th ,1
"hotelnya bagus,pelayanan cukup dan kurangnya ac kurang dingin",1
"tak ada yang bisa membuatmu jauh dariku , termasuk jarak ! karna kemanapun aku pergi kamu ada disini , dihatiku #noteLDR",1
"pelayanannya ramah dan viewnya cantik banget. next trip mampir lg kesini. cuma ada yg kurang, wastafel di kamar agak kotor dan mampet. yg lainnya oke banget",1
Demokrat nilai Jokowi beri bukti bukan janji http://goo.gl/fb/CeJIjv ,1
Gunakan jaket atau baju tebal untuk mengurangi rasa dingin dan dapat menjaga tubuh tetap hangat,1
Cinta adalah salah satu anugrah yang diberikan tuhan kepada kita manusia. Jagalah cinta sebelum cinta itu pergi.,1
Kamar bersih dan nyaman. cuman sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat. Selebihnya good service.. thanks airy 🙏 ,1
Kamu itu adalah salah satu alasan kenapa aku suka ketawa sendiri pas liat HP.,1
[Nasional] Diskon - Kalung perak motif Angel Rp 550.000 http://gpon.co/jkwzk  ,1
Ehhh aa raffi masukk pake baju gitu.. Hahah lucu.. #blusukan,1
Kita berdua diizinkan bersama dan bersatu selamanya?? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina ? https://path.com/p/3KO6xT ,1
Amin ??? ? Kamulah Takdirku by Raffi Ahmad & Nagita Slavina (with @darma_atz at Homey) ? https://path.com/p/2T4sRx ,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/jhUPdp ,1
[Nasional] Diskon - Nose Up Clipper Alat Pemancung Hidung Teknologi Jepang Hanya Rp... http://gpon.co/w605b  ,1
Nostalgia zaman sekolah rendah. ,1
"#LalinBpn Pkl 16:00 Ada Razia Kendaraan Bermotor di Kantor Samsat KM.2, Jl.Soetta, Mohon tertib dan lengkapi surat2 anda.",1
"RT @BeasiswaS1: http://beasiswaindo.com/5239  Beasiswa Penuh, SPP & BPP Pokok STMT Trisakti, mau? :) ~0223",1
"Tolak HAMAS, Langkah Pemerintah Dipuji PDIP http://bit.ly/1KwhWtq  Tarung akbar Pacquiao vs Mayweather akhirnya... http://bit.ly/189yZmo ",1
Dompet Dhuafa Sulsel Berbagi Perlengkapan Sekolah http://www.dompetdhuafa.org/post/detail/749/dompet-dhuafa-sulsel-berbagi-perlengkapan-sekolah ? ,1
Hanya butuh biaya sekitar Rp 18.000 per hari utk menerapkan pola makan sehat dibanding konsumsi makanan olahan.,1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini ? BeritaSatu http://bit.ly/1LlZWiW ,1
"Beberapa korporat juga turut mendukung kampanye #SehatMilikSemua melalui kerjasama di bidang kesehatan,Salah satunya Mobil Klinik @indosat",1
"""Aku bersyukur masa kecilku dihiasi imajinasi dan luka akibat main di luar rumah, bukan dihiasi berapa likes/retweets di aplikasi hp"" ?anon",1
Ternyata Ini Rahasia Sehat Tanpa Makan Nasi: Pola makan yang dijalani Lena tersebut? http://goo.gl/fb/I6HOK9 ,1
RT @VIVA_log: Solusi Ketika Nilai Sekolah Anak Jeblok http://dlvr.it/8kQvGs  ,1
"kamar bersih,air panas lancar hanya saja siaran tv lokal saja.selebih nya ok deh...",1
"Kalau Allah izinkan, teringin nak bawa mak pergi umrah tahun ni. Antara wishlist dalam hidup. Semoga Allah permudahkan dan jemput datang.",1
